Sr No.,Text,Emotion,StartTime,EndTime
6537,He didn't get the goggles!,surprise,"0:11:27,147","0:11:28,737"
6538,"Well,sounds like you two have issues.",neutral,"00:11:30,856","00:11:34,526"
6539,"Goodbye, baby.",neutral,"00:11:37,196","00:11:38,238"
6540,"Ciao, bela.",neutral,"00:11:38,406","00:11:39,698"
6541,Do they wait for me to do this?,neutral,"00:11:40,950","00:11:43,535"
6542,So are you gonna tell him?,neutral,"00:11:49,375","00:11:51,543"
6543,Why would I tell him?,neutral,"00:11:51,711","00:11:53,962"
6544,"How about 'cause if you don't, his mother might.",neutral,"00:11:51,711","00:11:56,256"
6546,What are you guys doing here?,anger,"00:11:56,507","00:11:58,550"
6547,Uhhhh.... he's not even wearing a jockstrap!,surprise,"00:11:58,718","00:12:01,845"
6548,...What did I ask?,neutral,"00:12:07,435","00:12:09,269"
6549,God. I feel violated.,disgust,"00:01:51,277","00:01:53,403"
6550,"Did anybody else feel they just wanted to peel the skin off their body, to have something else to do?",disgust,"00:01:57,534","00:01:59,451"
6551,"Ross, ten o'clock.",neutral,"00:02:00,120","00:02:01,161"
6552,Is it? Feels like two.,sadness,"00:02:01,412","00:02:03,205"
6553,"No,",neutral,"00:02:04,541","00:02:06,333"
6555,"There's a beautiful woman at eight, nine, ten o'clock!",joy,"00:02:08,294","00:02:12,172"
6556,Oh. Hel-lo!,joy,"00:02:14,342","00:02:15,509"
6557,"She's amazing! She makes the women that I dream about look like short, fat, bald men!",joy,"00:02:16,970","00:02:20,597"
6558,"Well, go over to her! She's not with anyone.",joy,"00:02:21,808","00:02:23,517"
6559,"Oh yeah, and what would my opening line be? 'Excuse me. Blarrglarrghh.'",fear,"00:02:23,726","00:02:28,063"
6560,"Oh, c'mon. She's a person, you can do it!",joy,"00:02:29,774","00:02:32,109"
6561,"Oh please, could she",neutral,"00:02:32,318","00:02:35,320"
6562,He could never get a woman like that in a million years.,neutral,"00:02:35,530","00:02:38,448"
6564,"Oh, oh, but y'know, you always see these really beautiful women with these really nothing guys, you could be one of those guys.",neutral,"00:02:40,335","00:02:46,582"
6565,You could do that!,joy,"0:02:47,584","0:02:48,466"
6566,You think?,surprise,"0:02:48,466","0:02:49,462"
6567,"OK, that's enough of the view. Check this out, look at this. Sit down, sit down.",neutral,"00:15:21,712","00:15:27,675"
6568,OK.,neutral,"00:15:25,090","00:15:27,675"
6569,"This is great!  Helen, could you come in here for a moment?",joy,"00:15:27,843","00:15:35,350"
6570,"Thank you Helen, that'll be all.",neutral,"00:15:40,898","00:15:42,315"
6571,"Last time I do that, I promise.",neutral,"00:15:44,860","00:15:46,819"
6572,"I am so, so, so, so sorry!",sadness,"00:20:03,118","00:20:06,996"
6573,Uh-huh.,disgust,"00:20:07,915","00:20:09,165"
6574,"And I will cook anything you want in here , and do anything in there!",fear,"00:20:11,043","00:20:18,633"
6575,"Yeah you will!  And, are you kiddin’ me?!",anger,"00:20:19,885","00:20:23,095"
6576,"Come on Monica, it’s our Valentine’s Day. Please? Please-please, please?",sadness,"00:20:25,515","00:20:30,811"
6577,Okay.,neutral,"0:20:33,106","0:20:33,524"
6578,Okay.,neutral,"0:20:33,524","0:20:36,078"
6579,"So, are we going in there?",neutral,"0:20:50,123","0:20:51,515"
6580,I am!!,joy,"0:20:51,515","0:20:53,729"
6581,Wow!,surprise,"0:20:08,790","0:20:09,374"
6582,It actually is in the handbook.,neutral,"0:20:09,374","0:20:11,854"
6583,I can’t date you or have a hot plate in my office.,neutral,"00:20:11,960","00:20:16,589"
6584,I can’t believe we have to stop seeing each other.,sadness,"00:20:18,217","00:20:21,886"
6585,For what it’s worth I did appreciate you standing up for me. It felt really nice. It kinda made me like you even more.,joy,"00:20:22,930","00:20:32,480"
6586,"I know, I know I really like you too. But we-we can’t date. It’s against the rules. It’s forbidden.",neutral,"00:20:32,648","00:20:39,403"
6587,Wow!,surprise,"00:20:40,447","00:20:41,906"
6588,What?,surprise,"00:20:42,074","00:20:43,886"
6589,"Just hearing you describe it as forbidden, it’s really hot.",joy,"00:20:42,074","00:20:49,247"
6590,Really?,surprise,"00:20:44,034","00:20:49,247"
6591,Yeah.,neutral,"00:20:52,626","00:20:54,418"
6592,"Well I-I-I don’t care how hot it is it’s-it’s uh, it’s wrong.",joy,"00:20:55,128","00:21:05,221"
6593,Stop it!,joy,"00:21:01,260","00:21:05,221"
6594,No! No! It’s wrong! It’s-it’s-it’s naughty. It’s taboo.,joy,"00:21:05,389","00:21:11,769"
6595,Shut the book!,joy,"00:21:12,479","00:21:14,355"
6596,Let’s also get a hot plate!,joy,"00:21:15,649","00:21:19,318"
6597,"Rach, you’re in a great place in your life. Come on, you’ve got a great job! Good friends",joy,"00:02:17,470","00:02:22,099"
6598,Yeah! So-so when are you getting married?,joy,"00:04:08,164","00:04:11,500"
6599,"Oh I’m not, I just like to try these on.",neutral,"0:04:11,751","0:04:13,813"
6600,I do the same thing.,neutral,"0:04:13,813","0:04:16,851"
6601,I’m just kidding. I’m getting married July 25,joy,"00:04:17,632","00:04:21,510"
6602,I’m just kidding too.  I’m getting married in December.,joy,"00:04:24,806","00:04:27,432"
6603,So when are you getting married?,neutral,"0:04:29,269","0:04:30,688"
6604,Oh May 15,neutral,"0:04:30,688","0:04:31,965"
6605,Oooh it’s getting close!,joy,"00:04:32,146","00:04:34,731"
6607,"So uh, who’s your photographer?",neutral,"00:04:32,146","00:04:34,731"
6608,Jeffrey,neutral,"00:04:34,983","00:04:36,733"
6609,We met with him. Did he show you the photos of the nude wedding he did?,neutral,"00:04:34,983","00:04:42,030"
6610,The best man? Wow!,surprise,"00:04:36,985","00:04:42,030"
6611,"I know! I almost called off my wedding. Oh, who’s your band?!",joy,"00:04:42,448","00:04:49,204"
6612,"Oh, my fiancee wants the Swing Kings.",neutral,"00:04:45,493","00:04:49,204"
6613,"Oh, you’re so lucky. My fiancee wants the heavy metal band Carcass.",sadness,"00:04:49,414","00:04:53,542"
6614,"Ooh, is that spelled with a ‘C’ or a ‘K’? Oh my God! It doesn’t matter; they’re both great!",joy,"00:04:53,751","00:04:58,672"
6615,Oh y’know what?,neutral,"00:05:00,466","00:05:02,509"
6617,Now that you know what you want you should go to Kleinman’s and get it half off.,neutral,"00:05:02,719","00:05:06,346"
6618,This place is so overpriced.,disgust,"00:05:06,597","00:05:08,724"
6619,"So, does this  come in another color or",neutral,"00:05:12,520","00:05:16,023"
6620,"I am telling you, years from now, schoolchildren will study it as one of the greatest first dates of all time.",neutral,"00:01:45,688","00:01:48,690"
6621,It was unbelievable!,surprise,"00:01:49,400","00:01:50,734"
6622,"We could totally be ourselves, we didn't have to play any games...",joy,"00:01:50,902","00:01:53,904"
6623,So have you called her yet?,neutral,"0:01:54,072","0:01:55,074"
6624,Let her know I like her?,fear,"0:01:55,074","0:01:55,992"
6625,"What are you, insane?",anger,"0:01:55,992","0:01:57,641"
6626,It's the next day!,joy,"0:01:59,744","0:02:01,037"
6627,How needy do I want to seem?,neutral,"0:02:01,037","0:02:02,529"
6628,"I'm right, right?",neutral,"00:02:02,622","00:02:04,039"
6629,"Oh, yeah. Yeah. Let her dangle.",neutral,"00:02:04,207","00:02:05,791"
6630,I can't believe my parents are actually pressuring me to find one of you people.,surprise,"00:02:07,627","00:02:11,839"
6631,"Oh, God, just do it!  Call her! Stop being so testosteroney!",anger,"00:02:14,884","00:02:18,387"
6632,"Which, by the way, is the real San Francisco treat.  I got her machine.",neutral,"00:02:20,014","00:02:30,232"
6633,Her answer machine?,neutral,"00:02:28,189","00:02:30,232"
6634,"No, interestingly enough her leaf blower picked up.",neutral,"00:02:30,400","00:02:32,776"
6635,"So, uh, why didn't you say anything?",neutral,"00:02:36,322","00:02:38,740"
6636,"Oh, no-no-no-no. Last time I left a spontaneous message I ended up using the phrase ""Yes indeedy-o.""",disgust,"00:02:41,995","00:02:44,580"
6637,"Look look! It's Rachel and Barry. No, don't everybody look at once!",surprise,"00:02:46,875","00:02:50,460"
6638,"Okay, okay, what's going on?",neutral,"0:02:50,628","0:02:52,130"
6639,"Okay, they're just talking...",neutral,"0:02:52,130","0:02:53,765"
6640,"Yeah, well, does he look upset? Does he look like he was just told to shove anything?",neutral,"00:02:53,882","00:02:58,260"
6641,"So, um, what do you do for a living?",neutral,"00:14:38,168","00:14:41,379"
6642,"Well, um, for the past few years I've been working.....which is funny because, that wasn't even my major.",neutral,"00:14:41,589","00:14:47,176"
6643,Oh no. I thought you said they could shoot the spot without you.,neutral,"00:14:44,508","00:14:48,428"
6644,I thought they could...I'll try to get back as soon as I can. I'm sorry.,sadness,"00:14:52,182","00:15:02,942"
6645,Now that is funny.,neutral,"00:14:59,189","00:15:02,942"
6646,"Hey, do you think...would it be too weird if I invited Carol over to join us?",neutral,"00:15:20,377","00:15:25,715"
6647,"Cause she's, she's alone now, and pregnant, and, and sad.",sadness,"00:15:25,966","00:15:30,386"
6648,I guess.,neutral,"00:15:31,639","00:15:33,014"
6649,Are you sure? Great. Carol? Wanna come over and join us?,neutral,"00:15:35,601","00:15:37,185"
6650,"Oh, no no no. I'm fine. I'm fine.",neutral,"00:15:37,394","00:15:38,645"
6651,Come on.,neutral,"0:15:38,896","0:15:41,198"
6652,These people'll scooch down.,neutral,"0:15:41,198","0:15:42,033"
6653,"You guys'll scooch, won't you?",neutral,"00:15:42,358","00:15:45,401"
6654,Let's try scooching!,joy,"0:15:45,736","0:15:46,738"
6655,Come on.,neutral,"0:15:46,738","0:15:47,072"
6656,Come on.,neutral,"0:15:47,072","0:15:48,746"
6657,"Uh, Kristen Riggs, this is Carol Willick.",neutral,"00:15:53,118","00:15:56,204"
6658,"Carol, Kristin.",neutral,"00:15:56,455","00:15:58,915"
6659,"Uh, Carol teaches sixth grade.",neutral,"00:15:59,083","00:16:01,417"
6660,"And, Kristin, Kristin......does something that, funnily enough, wasn't even her major!",joy,"00:16:11,387","00:16:22,188"
6661,Okay.,neutral,"00:04:56,629","00:04:58,505"
6663,When I was six years old.,neutral,"0:05:01,301","0:05:02,433"
6664,Hm-mm,neutral,"0:05:02,433","0:05:03,137"
6665,I wanted a big wheel.,neutral,"00:05:03,261","00:05:05,220"
6666,And instead my parents got me this little plastic chicken that you hop around on.,anger,"00:05:05,471","00:05:12,311"
6667,"It was embarrassing, kids made fun of me.",sadness,"00:05:12,979","00:05:15,105"
6668,That was a pretty tough year.,sadness,"00:05:15,273","00:05:17,107"
6669,That’s-that’s great!,joy,"0:05:18,484","0:05:19,569"
6670,See?,neutral,"0:05:19,569","0:05:20,877"
6671,I already feel like I know you a little better!,joy,"0:05:20,987","0:05:23,129"
6672,Thank you.,joy,"0:05:23,129","0:05:24,209"
6673,"Okay, come on.",neutral,"0:05:24,324","0:05:25,075"
6674,Now we can go eat.,neutral,"0:05:25,075","0:05:25,667"
6675,Let’s go.,neutral,"0:05:25,667","0:05:27,423"
6676,It was horrible. They called me chicken boy.,sadness,"00:05:30,163","00:05:36,752"
6677,Oh!,surprise,"00:07:12,473","00:07:14,182"
6678,"Will you pick one, just pick one! Here, how about that one?",anger,"00:11:59,301","00:12:02,929"
6679,That's patio furniture!,surprise,"00:12:03,681","00:12:05,682"
6680,"So what, like people are gonna come in and think, ""Uh-oh, I'm outside again?"" Of course!",neutral,"00:12:06,142","00:12:14,232"
6681,What about the birds?,neutral,"00:12:12,523","00:12:14,232"
6682,"I don't know, birds just don't say, ""Hello, sit here, eat something.""",neutral,"00:12:15,651","00:12:20,196"
6683,You pick one.,neutral,"00:12:21,282","00:12:22,782"
6684,"All right, how about the ladybugs?",neutral,"00:12:22,950","00:12:24,325"
6685,"Oh, so, forget about the birds, but big red insects suggest fine dining!",anger,"00:12:24,493","00:12:28,705"
6686,"Fine, you want to get the birds, get the birds!",anger,"00:12:29,290","00:12:31,207"
6687,"Not like that, I won't!  Kip would have liked the birds!",sadness,"00:12:31,375","00:12:50,518"
6688,Bijan for men?,neutral,"00:04:25,306","00:04:31,228"
6689,Bijan for men?,neutral,"00:06:50,118","00:06:53,620"
6690,"Bijan for...   Hey, Annabelle, Uh, listen, I was wondering if maybe after work you and I could go maybe grab a cup of coffee.",neutral,"00:06:53,788","00:07:02,671"
6691,"Oh, actually I sorta have plans.",neutral,"00:07:02,839","00:07:05,257"
6692,"Ready, Annabelle?",neutral,"00:07:10,741","00:07:12,097"
6693,You bet.  Maybe some other time?,neutral,"00:07:13,391","00:07:19,187"
6694,"Hey, it's not the first time I lost a girl to a cowboy spraying cologne.  Bijan for men?  Bijan for men?!",sadness,"00:07:28,573","00:07:34,411"
6695,That was amazing!,joy,"00:14:09,557","00:14:11,474"
6696,Phoebe and Gary are,neutral,"00:14:11,642","00:14:15,520"
6697,That was amazing.,joy,"00:14:16,438","00:14:18,314"
6698,We are the hottest! Huh?,joy,"00:14:19,275","00:14:21,526"
6699,"No, you're the best.",neutral,"0:14:24,530","0:14:25,323"
6700,"No, you're the best.",neutral,"0:14:25,323","0:14:26,908"
6701,"No, you're the best.",neutral,"0:14:26,908","0:14:27,140"
6702,I,neutral,"00:14:31,620","00:14:33,663"
6703,Hey guys!  What 'cha been doin'?,neutral,"00:14:36,125","00:14:39,210"
6704,Hey Joey! Isn't that the girl that waved at you the other day?,neutral,"00:14:44,508","00:14:47,760"
6706,So what are you gonna do?,neutral,"00:16:41,250","00:16:42,834"
6707,"What can I do? One person wants to break-up, you break-up.",sadness,"00:16:41,250","00:16:45,336"
6708,"Hey, no way! Come on, this is you guys, call her and work it out.",sadness,"00:16:45,504","00:16:49,247"
6709,"Oh come on, we just had this huge fight, all right, don’t I have to wait a while?",sadness,"00:16:49,425","00:16:52,635"
6710,"Hey, this isn’t like swimming after you eat, pick up the phone!!",anger,"00:16:52,886","00:16:57,223"
6711,Y'know that whole swimming thing is a myth.,neutral,"00:17:01,770","00:17:03,980"
6712,"Yeah, tell that to my Uncle Lenny.",neutral,"00:17:04,148","00:17:06,691"
6713,Why? What happened to him?,neutral,"00:17:06,859","00:17:08,985"
6714,"Nothing, he’s just really believes in that.",neutral,"00:17:09,153","00:17:12,280"
6715,It looks like your uterus is ready for implantation.,neutral,"00:05:37,378","00:05:40,422"
6716,Oh! I knew it! I knew it! I felt really thick this morning.,joy,"00:05:40,590","00:05:43,300"
6717,"Well, okay, so what’s now—go get, go get the eggs, put ‘em in there.",neutral,"00:05:46,054","00:05:48,513"
6718,"Okay, it’ll take just a little while to prepare the embryos.",neutral,"00:05:48,681","00:05:52,434"
6719,"Embryossss? As in, ""More than one?""",surprise,"0:05:52,602","0:05:54,688"
6720,"Um-hmm, five actually.",neutral,"0:05:54,688","0:05:56,298"
6721,"Five? Okay, where am I giving birth, a hospital or a big box under the stairs?",neutral,"00:05:56,564","00:06:00,859"
6722,We do five because that gives you a 25% chance that at least one will attach.,neutral,"00:06:04,781","00:06:12,537"
6723,That’s it! 25 percent? That means that’s it’s like 75 percent chance of no baby at all!,surprise,"00:06:06,699","00:06:14,748"
6724,"Hey, y’know I was thinking, what are the odds like if-if, if you stuff like 200 of them in there?",neutral,"00:06:14,916","00:06:17,709"
6725,"Sweety, now, she’s a woman, not a gumball machine.",neutral,"00:06:21,047","00:06:22,923"
6726,"Okay, well y’know what, don’t worry you guys, ‘cause I’m-I’m gonna do this as many times as it takes to get it right.",neutral,"00:06:26,469","00:06:31,348"
6727,"Well, you see, the-the thing is, we-we only got, we kinda have one shot to make it right.",neutral,"00:06:31,516","00:06:35,727"
6728,"Umm, it costs $16,000 each time you do this.",neutral,"00:06:35,895","00:06:39,314"
6729,"So, umm, we’re kinda using all the money we have to do it just this one time.",neutral,"00:06:40,650","00:06:45,070"
6730,"Whoa!! That—okay, that’s a",disgust,"00:06:45,488","00:06:51,535"
6731,"No, I’m sorry.",neutral,"00:06:58,251","00:06:59,668"
6732,Wow! You guys really don’t know anything!,surprise,"00:06:59,836","00:07:02,587"
6733,I know! Why don’t you get drunk! That worked for a lot of girls in my high school.,anger,"00:07:03,923","00:07:08,677"
6743,Hey!,neutral,"0:11:00,451","0:11:01,035"
6744,Hey!,neutral,"0:11:01,035","0:11:01,926"
6745,You guys got anything to eat? I just went down to Johnos for some chicken and it was closed!,surprise,"00:11:02,036","00:11:06,122"
6746,"Oh, I took Larry there to eat but it was all violated. So we shut it down!",disgust,"00:11:06,332","00:11:10,877"
6747,"Pheebs, if this guy keeps closing down all of our favorite places, where are we gonna eat?!",anger,"00:11:11,712","00:11:15,840"
